age,job,job_type,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,annual_income,y
40,shopkeeper,Business,married,none,no,21496,yes,yes,unknown,15,jan,408,2,-1,5,not_contacted,120960,no
40,construction_worker,Blue-collar,married,slc,no,115963,yes,yes,field_visit,26,mar,442,5,-1,0,not_contacted,155520,no
41,teacher,White-collar,married,bachelor,no,129580,no,no,Ncell,30,jan,573,2,-1,2,not_contacted,460800,yes
55,government_job,White-collar,married,slc,no,33295,no,no,Ncell,8,feb,171,4,-1,5,unsuccessful,237600,yes
64,construction_worker,Blue-collar,divorced,none,no,3323,no,yes,Ncell,13,apr,1163,5,5,2,not_contacted,86400,no
40,driver,Blue-collar,married,bachelor,no,83580,yes,no,NTC,18,jan,971,2,-1,0,unsuccessful,345600,no
44,bank_employee,White-collar,single,+2,no,86020,yes,yes,Ncell,23,sep,1160,5,-1,1,not_contacted,468000,no
59,unemployed,Unemployed,married,bachelor,no,97293,no,no,unknown,31,aug,636,2,-1,1,not_contacted,48000,no
53,government_job,White-collar,married,+2,no,52657,yes,no,unknown,16,oct,301,2,-1,3,not_contacted,363000,yes
57,teacher,White-collar,married,bachelor,no,9976,yes,no,Ncell,28,mar,117,1,-1,0,successful,384000,no
69,IT_professional,White-collar,married,bachelor,no,113254,yes,yes,field_visit,29,oct,1185,5,15,3,not_contacted,768000,no
66,IT_professional,White-collar,married,bachelor,no,122619,yes,no,NTC,5,jun,737,2,-1,5,not_contacted,768000,no
22,construction_worker,Blue-collar,single,bachelor,no,80208,yes,no,NTC,3,aug,444,4,-1,0,not_contacted,172800,no
51,driver,Blue-collar,married,slc,no,72594,yes,no,field_visit,9,dec,865,1,-1,3,unsuccessful,142560,no
38,unemployed,Unemployed,married,bachelor,no,4973,yes,no,field_visit,13,apr,817,4,5,5,unsuccessful,57600,no
64,shopkeeper,Business,single,+2,no,64168,yes,no,field_visit,26,may,104,3,-1,2,successful,210000,no
61,teacher,White-collar,married,masters,no,41950,yes,no,field_visit,25,jan,76,2,-1,5,not_contacted,576000,no
47,unemployed,Unemployed,divorced,+2,no,129882,yes,no,Ncell,26,jun,90,2,15,2,successful,33000,no
60,bank_employee,White-collar,married,+2,no,92901,yes,no,NTC,11,aug,579,2,-1,2,not_contacted,390000,yes
24,private_office,White-collar,married,+2,no,71946,yes,yes,field_visit,12,oct,1001,3,-1,2,not_contacted,180000,no
58,IT_professional,White-collar,single,bachelor,no,19653,no,no,unknown,12,feb,895,3,-1,4,unsuccessful,768000,no
64,unemployed,Unemployed,single,bachelor,no,104086,yes,no,field_visit,31,dec,760,2,-1,3,unsuccessful,48000,no
63,construction_worker,Blue-collar,single,masters,no,82125,yes,no,NTC,29,aug,143,2,-1,1,successful,432000,no
59,unemployed,Unemployed,divorced,bachelor,no,83875,no,no,unknown,31,apr,1057,4,5,0,not_contacted,48000,no
33,driver,Blue-collar,divorced,slc,no,92979,yes,no,field_visit,10,mar,253,2,-1,2,unsuccessful,129600,no
44,driver,Blue-collar,single,bachelor,no,199540,yes,no,field_visit,23,jun,956,2,-1,0,not_contacted,345600,no
23,IT_professional,White-collar,divorced,masters,no,-8351,no,yes,field_visit,20,aug,797,3,-1,1,unsuccessful,691200,no
47,government_job,White-collar,divorced,+2,no,149248,yes,no,unknown,5,nov,498,4,-1,5,unsuccessful,363000,yes
47,government_job,White-collar,divorced,bachelor,no,35311,yes,no,unknown,8,feb,818,1,-1,1,not_contacted,580800,no
25,IT_professional,White-collar,divorced,bachelor,yes,85402,no,no,unknown,24,apr,895,4,5,4,successful,768000,no
40,teacher,White-collar,married,slc,no,124442,yes,no,field_visit,1,feb,777,5,5,2,successful,207360,no
29,driver,Blue-collar,single,bachelor,no,56788,no,no,unknown,8,aug,671,3,-1,3,not_contacted,288000,no
38,IT_professional,White-collar,single,+2,no,46195,yes,no,field_visit,23,jun,269,3,-1,0,unsuccessful,576000,no
42,IT_professional,White-collar,divorced,slc,no,83423,yes,no,field_visit,14,jan,664,1,-1,3,not_contacted,414720,no
47,IT_professional,White-collar,divorced,none,no,57902,no,no,field_visit,11,dec,584,5,15,3,unsuccessful,253440,no
54,unemployed,Unemployed,single,none,no,65273,yes,yes,field_visit,23,oct,1089,3,-1,3,not_contacted,15840,no
48,bank_employee,White-collar,married,masters,no,101413,no,no,unknown,21,nov,1111,5,10,1,not_contacted,1029600,no
28,bank_employee,White-collar,married,bachelor,no,64598,yes,yes,unknown,23,feb,873,4,-1,2,not_contacted,624000,no
55,farmer,Business,married,+2,yes,127379,yes,yes,Ncell,2,oct,861,3,-1,0,unsuccessful,150000,no
47,shopkeeper,Business,married,+2,no,36523,no,no,Ncell,11,aug,544,1,-1,2,not_contacted,231000,no
22,farmer,Business,married,bachelor,yes,68490,yes,no,unknown,26,mar,118,4,-1,0,not_contacted,144000,no
22,IT_professional,White-collar,single,bachelor,no,67049,yes,no,unknown,7,jan,1178,5,-1,3,unsuccessful,460800,yes
25,bank_employee,White-collar,married,slc,no,109047,no,no,NTC,28,jun,734,2,-1,0,unsuccessful,280800,yes
69,bank_employee,White-collar,divorced,+2,no,112620,yes,yes,NTC,18,mar,101,2,-1,2,not_contacted,390000,no
53,driver,Blue-collar,married,bachelor,no,95617,no,no,unknown,11,dec,464,1,15,5,unsuccessful,316800,no
56,farmer,Business,single,+2,yes,84470,yes,no,unknown,4,jan,487,1,-1,5,successful,150000,no
20,teacher,White-collar,single,+2,no,56682,no,no,Ncell,10,feb,959,3,-1,0,unsuccessful,144000,yes
41,IT_professional,White-collar,single,+2,no,100463,no,no,field_visit,12,oct,412,4,-1,2,not_contacted,576000,no
62,driver,Blue-collar,divorced,bachelor,no,70746,yes,no,NTC,1,jul,1072,3,-1,2,not_contacted,288000,no
51,IT_professional,White-collar,divorced,bachelor,no,80491,yes,yes,NTC,27,jun,660,5,15,1,unsuccessful,844800,no
39,bank_employee,White-collar,divorced,none,no,-1897,yes,no,unknown,19,jan,1062,3,15,3,unsuccessful,224640,yes
58,shopkeeper,Business,single,masters,no,127598,yes,yes,unknown,9,oct,925,3,-1,4,not_contacted,504000,no
41,driver,Blue-collar,married,slc,no,19411,no,no,Ncell,10,feb,453,1,-1,2,not_contacted,155520,no
56,private_office,White-collar,married,masters,no,81464,no,no,Ncell,27,oct,1106,3,-1,3,not_contacted,720000,no
58,IT_professional,White-collar,single,bachelor,no,83685,no,no,Ncell,15,mar,820,3,-1,4,not_contacted,768000,no
35,government_job,White-collar,married,none,no,31447,yes,no,unknown,8,feb,942,4,-1,5,not_contacted,190080,no
33,unemployed,Unemployed,divorced,+2,no,-19170,yes,yes,NTC,5,jul,1019,2,-1,3,not_contacted,30000,no
49,driver,Blue-collar,married,masters,no,34615,yes,no,NTC,25,jul,946,4,-1,3,unsuccessful,475200,no
40,shopkeeper,Business,single,bachelor,no,53517,yes,no,Ncell,14,jan,317,1,-1,1,not_contacted,403200,no
64,construction_worker,Blue-collar,single,+2,no,90181,no,no,NTC,19,nov,1174,3,-1,5,not_contacted,180000,no
60,bank_employee,White-collar,married,slc,no,58334,yes,no,field_visit,23,nov,827,4,-1,1,unsuccessful,280800,no
18,unemployed,Unemployed,single,masters,no,74680,yes,no,Ncell,1,sep,1194,3,-1,5,unsuccessful,43200,no
38,government_job,White-collar,married,+2,no,70315,yes,no,unknown,22,jul,503,4,-1,0,successful,396000,no
32,unemployed,Unemployed,divorced,slc,no,68260,yes,no,unknown,14,may,907,1,-1,3,not_contacted,21600,no
66,bank_employee,White-collar,married,slc,no,80469,yes,no,unknown,25,mar,1172,3,-1,0,not_contacted,280800,yes
66,construction_worker,Blue-collar,married,+2,no,68187,no,no,NTC,29,sep,1144,4,-1,0,successful,180000,no
32,construction_worker,Blue-collar,married,+2,no,56077,no,yes,Ncell,12,jul,174,2,-1,4,not_contacted,180000,no
63,driver,Blue-collar,single,+2,no,138063,no,no,Ncell,6,sep,669,3,-1,2,not_contacted,180000,no
58,IT_professional,White-collar,married,masters,no,84630,yes,no,field_visit,3,jul,942,3,-1,1,not_contacted,1152000,no
37,driver,Blue-collar,single,bachelor,no,151612,yes,no,unknown,13,jul,739,5,-1,1,not_contacted,345600,no
42,bank_employee,White-collar,single,+2,no,49893,yes,no,NTC,26,oct,721,2,-1,5,unsuccessful,468000,no
66,bank_employee,White-collar,single,+2,no,104076,no,no,field_visit,24,jun,297,3,-1,1,successful,390000,no
36,government_job,White-collar,married,bachelor,no,158133,yes,no,field_visit,1,jul,470,3,-1,1,not_contacted,633600,no
37,bank_employee,White-collar,divorced,+2,no,33723,yes,no,Ncell,5,jul,755,5,-1,2,unsuccessful,468000,no
41,construction_worker,Blue-collar,single,+2,no,58531,no,no,Ncell,8,aug,1036,4,-1,5,unsuccessful,216000,yes
37,driver,Blue-collar,single,+2,no,37508,yes,no,unknown,2,oct,682,5,10,0,unsuccessful,216000,no
70,construction_worker,Blue-collar,single,bachelor,no,96313,no,no,NTC,15,apr,1178,5,-1,3,not_contacted,288000,no
36,driver,Blue-collar,single,slc,no,126572,yes,no,unknown,28,mar,362,4,-1,3,not_contacted,155520,no
68,unemployed,Unemployed,divorced,+2,no,92954,no,yes,unknown,17,may,561,1,-1,0,unsuccessful,30000,no
38,bank_employee,White-collar,single,bachelor,no,73307,yes,no,Ncell,13,mar,715,2,-1,5,unsuccessful,748800,no
62,private_office,White-collar,married,slc,no,16791,yes,yes,unknown,20,may,845,5,5,3,unsuccessful,216000,no
37,private_office,White-collar,married,masters,no,32814,yes,no,NTC,28,sep,131,3,-1,3,not_contacted,864000,yes
34,farmer,Business,divorced,+2,no,145313,yes,yes,Ncell,30,apr,567,3,-1,3,unsuccessful,150000,no
45,government_job,White-collar,divorced,+2,no,96298,yes,no,NTC,27,mar,820,5,-1,2,not_contacted,363000,no
47,private_office,White-collar,divorced,+2,no,125471,no,yes,Ncell,26,apr,670,4,-1,0,not_contacted,330000,no
38,construction_worker,Blue-collar,married,bachelor,no,138118,no,no,field_visit,11,oct,555,1,-1,0,successful,345600,no
51,farmer,Business,divorced,bachelor,no,58543,yes,no,unknown,19,mar,131,5,-1,3,not_contacted,264000,no
44,teacher,White-collar,married,+2,yes,44222,yes,no,NTC,4,mar,838,4,-1,5,unsuccessful,288000,no
35,private_office,White-collar,married,+2,no,73770,yes,no,Ncell,17,may,362,1,-1,0,not_contacted,360000,no
22,driver,Blue-collar,single,slc,no,48235,no,no,NTC,31,nov,706,3,-1,0,unsuccessful,77760,no
25,IT_professional,White-collar,divorced,bachelor,no,155905,no,no,unknown,6,feb,516,2,-1,0,not_contacted,768000,yes
28,construction_worker,Blue-collar,married,slc,no,130405,yes,no,NTC,13,jul,651,2,-1,0,unsuccessful,129600,no
64,unemployed,Unemployed,divorced,none,no,52834,no,no,NTC,28,sep,902,2,15,2,successful,14400,no
48,IT_professional,White-collar,married,bachelor,yes,111750,yes,no,unknown,30,nov,388,2,-1,4,not_contacted,844800,no
23,bank_employee,White-collar,married,+2,no,49611,yes,no,NTC,8,oct,933,1,15,1,successful,234000,no
57,construction_worker,Blue-collar,married,none,no,79724,yes,no,unknown,11,oct,369,3,-1,5,not_contacted,86400,no
47,unemployed,Unemployed,single,bachelor,no,118121,no,no,Ncell,13,apr,1148,1,-1,2,not_contacted,52800,no
29,bank_employee,White-collar,single,none,no,70859,yes,no,NTC,14,jul,538,4,-1,5,unsuccessful,187200,no
55,private_office,White-collar,divorced,+2,no,97638,yes,no,NTC,20,jul,1081,2,-1,0,not_contacted,300000,no
23,IT_professional,White-collar,divorced,bachelor,no,34517,yes,no,field_visit,20,dec,77,5,-1,3,not_contacted,460800,no
67,farmer,Business,divorced,bachelor,no,31562,yes,no,Ncell,7,feb,992,5,-1,2,unsuccessful,240000,no
50,private_office,White-collar,divorced,slc,no,16359,yes,no,Ncell,11,apr,746,4,-1,3,not_contacted,237600,no
69,IT_professional,White-collar,divorced,bachelor,no,66132,yes,no,Ncell,9,may,979,1,-1,0,unsuccessful,768000,no
62,driver,Blue-collar,divorced,bachelor,no,138036,yes,no,NTC,24,jul,932,3,-1,3,not_contacted,288000,no
60,unemployed,Unemployed,single,+2,no,138723,no,no,field_visit,13,dec,39,2,-1,2,not_contacted,30000,no
63,driver,Blue-collar,divorced,slc,no,86740,no,no,field_visit,12,feb,844,3,-1,2,not_contacted,129600,no
29,government_job,White-collar,single,slc,no,114175,yes,no,NTC,27,sep,638,4,-1,2,not_contacted,237600,no
40,unemployed,Unemployed,single,+2,no,52953,yes,yes,field_visit,8,aug,239,2,5,1,not_contacted,36000,no
28,IT_professional,White-collar,single,bachelor,no,75538,yes,no,NTC,28,dec,546,2,-1,4,not_contacted,768000,no
69,construction_worker,Blue-collar,married,slc,no,137332,no,no,unknown,12,oct,975,3,-1,3,successful,129600,no
55,farmer,Business,single,+2,no,38902,yes,no,field_visit,18,jul,558,3,-1,4,not_contacted,150000,yes
41,private_office,White-collar,married,+2,no,98845,yes,yes,unknown,20,feb,347,5,-1,5,not_contacted,360000,no
45,farmer,Business,single,+2,no,116459,no,no,unknown,2,apr,363,2,-1,4,unsuccessful,165000,no
56,government_job,White-collar,single,masters,no,88607,yes,no,field_visit,30,jan,955,1,-1,4,successful,792000,no
28,teacher,White-collar,married,slc,no,102707,yes,no,Ncell,27,apr,404,3,-1,4,not_contacted,172800,no
40,private_office,White-collar,single,masters,no,84098,yes,no,field_visit,27,may,600,2,-1,3,not_contacted,864000,yes
56,private_office,White-collar,divorced,+2,no,49103,yes,yes,Ncell,31,feb,607,3,-1,2,not_contacted,300000,no
64,teacher,White-collar,married,+2,no,81177,yes,no,field_visit,26,may,674,5,-1,5,not_contacted,240000,no
45,construction_worker,Blue-collar,married,bachelor,no,-258,yes,no,field_visit,15,apr,448,2,-1,2,unsuccessful,316800,yes
42,unemployed,Unemployed,married,+2,no,105306,yes,no,unknown,19,dec,644,1,-1,5,not_contacted,36000,no
40,driver,Blue-collar,single,+2,no,151282,yes,yes,unknown,26,feb,1027,4,-1,4,successful,216000,no
42,shopkeeper,Business,divorced,slc,no,56854,no,no,NTC,25,feb,1057,5,-1,4,unsuccessful,181440,no
22,farmer,Business,divorced,bachelor,no,104318,no,no,NTC,23,nov,1183,1,-1,1,unsuccessful,144000,no
55,bank_employee,White-collar,married,slc,no,48562,yes,no,field_visit,3,oct,1023,5,-1,4,successful,280800,no
27,driver,Blue-collar,single,bachelor,no,62551,no,yes,unknown,24,may,857,5,10,4,not_contacted,288000,no
66,farmer,Business,married,+2,no,88914,no,no,unknown,6,jul,972,5,-1,4,not_contacted,150000,no
20,driver,Blue-collar,married,+2,no,102385,yes,no,NTC,10,jun,1060,3,10,3,not_contacted,108000,no
59,unemployed,Unemployed,divorced,+2,no,77655,no,no,Ncell,22,sep,391,5,-1,0,unsuccessful,30000,no
45,bank_employee,White-collar,single,masters,no,79511,yes,no,field_visit,30,sep,1033,2,-1,2,not_contacted,1029600,no
22,teacher,White-collar,married,+2,no,199131,yes,yes,Ncell,23,aug,949,3,-1,4,successful,144000,no
57,shopkeeper,Business,single,+2,no,17502,yes,no,Ncell,16,dec,861,4,-1,0,unsuccessful,210000,no
33,construction_worker,Blue-collar,divorced,+2,yes,11560,yes,no,field_visit,24,jul,1172,2,-1,4,not_contacted,180000,no
32,bank_employee,White-collar,married,+2,no,66209,no,yes,field_visit,13,mar,75,5,-1,4,successful,390000,yes
51,driver,Blue-collar,divorced,+2,no,63475,yes,no,field_visit,31,dec,150,2,-1,2,successful,198000,no
68,private_office,White-collar,married,masters,yes,47766,no,no,NTC,24,dec,107,1,-1,3,not_contacted,720000,no
29,teacher,White-collar,single,slc,no,60036,no,no,NTC,2,jun,902,1,10,3,unsuccessful,172800,yes
55,government_job,White-collar,divorced,masters,no,118259,yes,yes,NTC,8,jun,1177,4,-1,1,not_contacted,792000,no
66,construction_worker,Blue-collar,married,+2,no,40119,yes,no,field_visit,11,nov,130,3,-1,3,not_contacted,180000,no
68,farmer,Business,single,bachelor,no,61479,yes,yes,unknown,1,dec,673,2,-1,0,successful,240000,no
35,private_office,White-collar,married,+2,no,49581,yes,yes,unknown,27,nov,1037,3,-1,2,not_contacted,360000,no
46,construction_worker,Blue-collar,single,bachelor,no,138175,no,no,NTC,13,sep,322,3,-1,5,not_contacted,316800,no
60,private_office,White-collar,divorced,bachelor,no,61795,no,no,field_visit,11,jun,993,3,-1,1,not_contacted,480000,no
67,farmer,Business,divorced,bachelor,no,-4685,yes,yes,NTC,18,apr,344,3,5,5,not_contacted,240000,no
69,teacher,White-collar,married,slc,no,48640,yes,no,NTC,13,nov,1130,2,-1,2,successful,172800,no
48,unemployed,Unemployed,married,bachelor,no,150630,yes,yes,Ncell,7,nov,408,4,-1,2,unsuccessful,52800,yes
60,shopkeeper,Business,single,+2,no,131735,yes,yes,unknown,27,apr,1026,3,-1,1,not_contacted,210000,no
66,construction_worker,Blue-collar,single,bachelor,no,100768,yes,yes,unknown,18,aug,1101,3,10,4,not_contacted,288000,no
59,private_office,White-collar,divorced,bachelor,no,86806,yes,no,unknown,3,sep,742,5,-1,3,not_contacted,480000,no
61,teacher,White-collar,married,masters,no,112617,no,no,Ncell,30,jul,1092,3,15,2,not_contacted,576000,no
48,construction_worker,Blue-collar,married,slc,no,79591,no,yes,Ncell,21,apr,735,5,10,5,not_contacted,142560,no
38,farmer,Business,married,none,no,83540,no,no,unknown,24,jul,255,2,-1,0,not_contacted,86400,no
55,driver,Blue-collar,married,+2,no,117547,yes,no,unknown,4,aug,978,5,-1,3,unsuccessful,180000,no
32,teacher,White-collar,single,+2,no,116940,yes,yes,Ncell,17,mar,81,2,5,4,not_contacted,240000,no
69,IT_professional,White-collar,married,+2,no,79862,yes,no,field_visit,8,mar,590,5,15,5,not_contacted,480000,no
37,teacher,White-collar,married,bachelor,no,105263,yes,no,Ncell,30,feb,834,5,-1,3,not_contacted,460800,no
56,private_office,White-collar,married,+2,no,89981,yes,no,unknown,16,dec,560,4,-1,0,successful,300000,no
60,shopkeeper,Business,divorced,slc,no,80467,no,no,NTC,2,oct,83,3,-1,4,not_contacted,151200,no
22,bank_employee,White-collar,divorced,none,no,103720,yes,yes,NTC,31,may,919,1,-1,4,not_contacted,112320,no
59,bank_employee,White-collar,single,bachelor,no,118399,no,yes,NTC,20,mar,207,4,-1,3,unsuccessful,624000,no
18,farmer,Business,married,bachelor,no,45558,yes,no,Ncell,14,apr,300,5,-1,2,unsuccessful,144000,yes
45,government_job,White-collar,divorced,slc,yes,37487,yes,no,NTC,4,nov,1160,2,-1,0,not_contacted,261360,yes
20,unemployed,Unemployed,divorced,masters,no,62404,yes,no,field_visit,7,jun,66,3,-1,0,unsuccessful,43200,yes
23,IT_professional,White-collar,married,slc,no,12900,no,no,Ncell,3,feb,441,3,-1,3,not_contacted,207360,no
28,IT_professional,White-collar,single,+2,no,77624,yes,no,NTC,20,sep,1029,3,-1,3,unsuccessful,480000,no
40,driver,Blue-collar,married,slc,no,101128,yes,yes,NTC,30,jun,659,2,-1,1,unsuccessful,155520,no
32,unemployed,Unemployed,married,slc,no,175019,yes,no,NTC,12,jul,705,2,-1,5,not_contacted,21600,no
47,farmer,Business,married,bachelor,no,67523,yes,yes,field_visit,8,mar,281,2,-1,5,not_contacted,264000,no
34,teacher,White-collar,divorced,masters,no,71849,no,no,Ncell,27,nov,620,3,-1,5,successful,576000,no
48,construction_worker,Blue-collar,single,bachelor,no,73477,yes,yes,unknown,2,feb,938,5,-1,1,not_contacted,316800,no
45,driver,Blue-collar,single,none,no,61971,yes,yes,NTC,26,mar,406,4,-1,0,not_contacted,95040,no
63,bank_employee,White-collar,married,+2,no,-5844,no,no,NTC,31,nov,598,5,-1,4,not_contacted,390000,no
57,farmer,Business,single,bachelor,no,49751,no,no,field_visit,7,mar,630,2,-1,4,unsuccessful,240000,no
64,government_job,White-collar,married,slc,no,38842,no,yes,unknown,17,sep,599,5,-1,4,not_contacted,237600,no
21,private_office,White-collar,single,slc,no,80280,no,yes,field_visit,22,mar,1187,5,10,0,not_contacted,129600,no
36,construction_worker,Blue-collar,divorced,slc,no,81947,yes,yes,field_visit,28,oct,403,3,-1,3,not_contacted,155520,no
64,teacher,White-collar,single,bachelor,no,18658,yes,no,Ncell,8,oct,662,2,-1,5,not_contacted,384000,no
68,shopkeeper,Business,married,+2,no,102721,yes,no,unknown,24,aug,1068,2,-1,2,unsuccessful,210000,no
36,IT_professional,White-collar,single,+2,no,144693,no,no,unknown,1,jul,387,3,-1,3,unsuccessful,576000,no
29,shopkeeper,Business,single,bachelor,no,31414,yes,yes,NTC,11,mar,32,2,-1,0,unsuccessful,336000,no
67,construction_worker,Blue-collar,married,+2,no,-448,no,yes,Ncell,12,nov,280,3,-1,5,not_contacted,180000,no
23,teacher,White-collar,married,bachelor,no,121803,yes,yes,NTC,17,dec,538,4,-1,2,not_contacted,230400,no
51,construction_worker,Blue-collar,married,slc,no,95327,yes,no,NTC,23,dec,1040,2,-1,4,unsuccessful,142560,yes
62,private_office,White-collar,married,none,no,6574,yes,no,Ncell,31,jul,1139,3,15,4,unsuccessful,144000,no
41,IT_professional,White-collar,single,slc,no,96514,yes,yes,unknown,26,mar,1152,4,-1,3,successful,414720,yes
50,shopkeeper,Business,divorced,+2,no,73896,yes,no,field_visit,10,jul,805,2,-1,0,successful,231000,no
34,teacher,White-collar,married,+2,no,84535,yes,no,field_visit,24,jun,420,5,-1,2,unsuccessful,240000,no
33,private_office,White-collar,divorced,+2,no,109820,no,yes,NTC,5,oct,173,5,-1,3,unsuccessful,300000,no
60,construction_worker,Blue-collar,single,bachelor,no,73297,no,no,field_visit,18,sep,1145,2,-1,1,not_contacted,288000,no
43,IT_professional,White-collar,married,+2,no,78190,yes,yes,unknown,2,jan,858,1,-1,0,not_contacted,576000,no
56,farmer,Business,married,+2,no,94175,yes,yes,unknown,7,aug,815,3,-1,2,not_contacted,150000,no
18,teacher,White-collar,single,bachelor,no,26261,yes,no,Ncell,7,jul,754,1,-1,3,unsuccessful,230400,no
69,private_office,White-collar,divorced,+2,no,87269,yes,yes,unknown,11,may,1016,4,-1,5,not_contacted,300000,no
31,private_office,White-collar,single,+2,no,100057,yes,yes,field_visit,1,dec,479,4,-1,4,not_contacted,300000,no
66,IT_professional,White-collar,single,+2,no,84373,no,no,Ncell,8,aug,992,5,-1,5,not_contacted,480000,yes
29,farmer,Business,divorced,masters,no,49687,yes,no,field_visit,29,mar,478,1,-1,4,unsuccessful,360000,no
45,driver,Blue-collar,divorced,bachelor,no,12289,no,yes,Ncell,26,apr,932,4,-1,2,not_contacted,316800,no
20,teacher,White-collar,married,masters,no,115607,no,yes,unknown,1,nov,603,3,-1,5,unsuccessful,345600,no
19,unemployed,Unemployed,divorced,slc,no,80001,no,no,unknown,1,sep,866,2,-1,1,not_contacted,12960,no
53,unemployed,Unemployed,single,+2,no,127648,no,no,field_visit,27,sep,764,2,-1,0,successful,33000,yes
24,teacher,White-collar,divorced,+2,no,74642,no,no,Ncell,20,nov,536,5,-1,0,unsuccessful,144000,no
55,IT_professional,White-collar,single,none,no,96819,yes,no,unknown,26,sep,226,3,-1,1,unsuccessful,230400,no
40,government_job,White-collar,married,bachelor,no,61767,yes,no,field_visit,20,oct,554,1,-1,5,not_contacted,633600,no
29,private_office,White-collar,divorced,bachelor,no,141642,no,no,field_visit,5,apr,486,4,10,5,not_contacted,480000,no
57,bank_employee,White-collar,married,slc,no,47992,yes,no,field_visit,28,may,1057,1,-1,4,not_contacted,280800,no
50,unemployed,Unemployed,divorced,+2,no,64743,no,no,field_visit,29,mar,386,4,-1,2,unsuccessful,33000,no
70,bank_employee,White-collar,divorced,+2,no,36245,yes,no,field_visit,30,may,600,2,-1,4,unsuccessful,390000,no
70,farmer,Business,divorced,+2,no,83501,no,no,Ncell,5,oct,715,3,-1,3,not_contacted,150000,no
50,bank_employee,White-collar,divorced,+2,no,79998,yes,yes,NTC,23,jan,1149,1,-1,3,unsuccessful,429000,no
49,private_office,White-collar,divorced,slc,no,53000,no,no,Ncell,15,feb,708,4,5,1,successful,237600,no
23,shopkeeper,Business,married,bachelor,no,33222,no,no,NTC,6,jul,890,5,-1,2,unsuccessful,201600,no
52,driver,Blue-collar,single,+2,no,113647,yes,no,unknown,12,oct,261,4,-1,4,unsuccessful,198000,yes
30,shopkeeper,Business,married,bachelor,no,72558,no,no,Ncell,5,aug,671,3,-1,3,not_contacted,336000,no
27,teacher,White-collar,divorced,+2,no,28114,yes,no,unknown,24,jan,78,2,-1,1,not_contacted,240000,no
61,farmer,Business,single,bachelor,no,101831,no,yes,NTC,11,may,172,4,-1,0,unsuccessful,240000,no
50,construction_worker,Blue-collar,divorced,+2,no,33070,yes,yes,NTC,6,mar,154,3,-1,0,not_contacted,198000,no
23,construction_worker,Blue-collar,divorced,bachelor,yes,95550,no,no,unknown,18,jun,59,4,-1,0,not_contacted,172800,no
44,construction_worker,Blue-collar,married,slc,no,-7046,yes,no,NTC,6,jun,46,1,15,3,not_contacted,155520,no
67,unemployed,Unemployed,divorced,+2,no,7274,no,yes,Ncell,26,may,946,4,-1,1,not_contacted,30000,no
32,farmer,Business,single,masters,no,-10593,yes,yes,unknown,8,mar,1119,4,-1,2,unsuccessful,360000,no
47,farmer,Business,married,masters,no,39640,yes,no,Ncell,10,oct,44,5,-1,2,not_contacted,396000,no
35,driver,Blue-collar,divorced,bachelor,no,140886,no,no,field_visit,18,nov,607,4,-1,2,not_contacted,345600,no
22,driver,Blue-collar,single,masters,no,66601,no,no,unknown,22,jan,982,2,-1,4,unsuccessful,259200,no
34,unemployed,Unemployed,single,bachelor,yes,122716,yes,no,NTC,6,feb,728,3,-1,5,not_contacted,48000,no
25,teacher,White-collar,divorced,bachelor,no,65533,yes,no,unknown,12,jun,120,4,-1,1,not_contacted,384000,no
31,unemployed,Unemployed,married,bachelor,no,48672,yes,no,NTC,4,mar,1098,4,-1,0,not_contacted,48000,yes
27,farmer,Business,married,+2,no,101981,yes,yes,unknown,11,may,114,4,-1,5,successful,150000,yes
56,government_job,White-collar,divorced,+2,no,124784,no,no,Ncell,25,apr,50,1,-1,5,not_contacted,330000,no
63,government_job,White-collar,divorced,bachelor,no,140860,yes,no,NTC,18,jun,144,4,-1,0,not_contacted,528000,yes
31,shopkeeper,Business,married,bachelor,yes,103636,no,no,unknown,6,feb,1024,3,-1,2,successful,336000,no
52,private_office,White-collar,single,+2,no,105851,yes,no,field_visit,21,sep,596,2,-1,2,unsuccessful,330000,no
22,IT_professional,White-collar,married,slc,no,158762,yes,no,Ncell,27,nov,733,4,-1,0,unsuccessful,207360,no
50,construction_worker,Blue-collar,married,bachelor,no,142676,yes,no,NTC,15,aug,732,3,-1,5,not_contacted,316800,no
19,construction_worker,Blue-collar,married,masters,no,84845,yes,no,NTC,14,jul,60,2,-1,1,not_contacted,259200,no
63,farmer,Business,married,+2,no,109215,no,yes,field_visit,1,feb,682,3,-1,4,not_contacted,150000,no
56,bank_employee,White-collar,divorced,+2,no,62230,yes,yes,Ncell,27,oct,763,3,-1,2,unsuccessful,390000,no
35,unemployed,Unemployed,divorced,+2,no,98040,yes,no,NTC,15,apr,136,1,-1,1,not_contacted,36000,no
23,private_office,White-collar,divorced,+2,no,91192,yes,no,unknown,13,jun,1167,5,-1,2,not_contacted,180000,no
64,bank_employee,White-collar,single,+2,no,75860,yes,no,NTC,11,nov,879,5,-1,1,not_contacted,390000,no
36,private_office,White-collar,single,bachelor,no,89371,yes,yes,NTC,1,mar,910,5,-1,3,not_contacted,576000,no
57,farmer,Business,divorced,masters,no,155265,yes,yes,NTC,19,oct,89,1,15,3,unsuccessful,360000,yes
67,government_job,White-collar,divorced,+2,no,77065,yes,no,NTC,17,nov,316,1,15,5,not_contacted,330000,no
